id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_H38_092,define the instrumentation layout and measurement ranges and submit the documentation to SCK CEN for...,define the instrumentation layout and measurement ranges and submit the documentation to SCK CEN for review and approval at the Detailed-Design stage.,General,Low,Draft,H38 - Instrumentation,Review,To be defined,[],"{'extracted_from': 'H38', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H38_093,be included in the Deliverables package.,be included in the Deliverables package.,General,Low,Draft,H38 - Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H38', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H38_094,submit a complete set of documentation for each instrumentation element including but not limited to...,"submit a complete set of documentation for each instrumentation element including but not limited to calibration curves, power rating, location, and protection set points (where applicable).",General,Low,Draft,H38 - Instrumentation,Inspection,To be defined,[],"{'extracted_from': 'H38', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H39_095,incorporate a temperature control ensuring the specified maximum sheath or process temperature is no...,incorporate a temperature control ensuring the specified maximum sheath or process temperature is not exceeded.,General,Low,Draft,H39 - Heaters,Inspection,To be defined,[],"{'extracted_from': 'H39', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H39_096,"either (a) be replaceable without breaking the insulation vacuum, or (b) be implemented redundantly.","either (a) be replaceable without breaking the insulation vacuum, or (b) be implemented redundantly.",General,Low,Draft,H39 - Heaters,Inspection,To be defined,[],"{'extracted_from': 'H39', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H39_097,be transmitted to the QPLANT:CIS for trending and alarm purposes.,be transmitted to the QPLANT:CIS for trending and alarm purposes.,General,Low,Draft,H39 - Heaters,Inspection,To be defined,[],"{'extracted_from': 'H39', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H39_098,successfully pass a dielectric test after each major installation phase and at final hand-over. Test...,successfully pass a dielectric test after each major installation phase and at final hand-over. Test records shall be included in the as-built dossier.,General,Low,Draft,H39 - Heaters,Testing,To be defined,[],"{'extracted_from': 'H39', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H40_099,meet the requirements listed in Table 5.,meet the requirements listed in Table 5.,General,Low,Draft,H40 - Temperature measurements,Inspection,To be defined,[],"{'extracted_from': 'H40', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H40_100,submit a proposal of classification (standard or high precision as defined in  Table 5) for review a...,submit a proposal of classification (standard or high precision as defined in  Table 5) for review and approval by SCK CEN.,General,Low,Draft,H40 - Temperature measurements,Review,To be defined,[],"{'extracted_from': 'H40', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H40_101,"be designed and installed to ensure accurate, stable, and noise-immune signal transmission under all...","be designed and installed to ensure accurate, stable, and noise-immune signal transmission under all specified operating and environmental conditions.",General,Low,Draft,H40 - Temperature measurements,Inspection,To be defined,[],"{'extracted_from': 'H40', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H40_102,"employ shielded, twisted-pair conductors or functionally equivalent solutions to minimise electromag...","employ shielded, twisted-pair conductors or functionally equivalent solutions to minimise electromagnetic interference (EMI), preserve signal resolution, and enable compensation of lead resistance when required by the selected measurement method (e.g. 3-wire or 4-wire RTDs).",Functional,Low,Draft,H40 - Temperature measurements,Inspection,To be defined,[],"{'extracted_from': 'H40', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H40_103,"be justified by reference to recognised standards or design practices, such as IEC 60751, IEC 60359,...","be justified by reference to recognised standards or design practices, such as IEC 60751, IEC 60359, ISA RP12.6, or other EMI mitigation guidelines accepted in industrial instrumentation.  Temperature elements outside cold boxes shall be mounted directly in the fluid stream, using a protection tube welded on the pipe.",General,Low,Draft,H40 - Temperature measurements,Inspection,To be defined,[],"{'extracted_from': 'H40', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_104,be installed with at least:,be installed with at least:,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_105,additionally be equipped with a bypass valve and calibration valve.,additionally be equipped with a bypass valve and calibration valve.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_106,be defined by the Contractor and submitted to SCK CEN for approval.  Special attention shall be give...,be defined by the Contractor and submitted to SCK CEN for approval.  Special attention shall be given to the Very Low Pressure (VLP) lines.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_107,"withstand, without de-calibration or damage, any pressure from vacuum up to the Operating Pressure d...","withstand, without de-calibration or damage, any pressure from vacuum up to the Operating Pressure defined by the relevant safety valve setting.",General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_108,not exceed ±0.5 % of the maximum span per year.,not exceed ±0.5 % of the maximum span per year.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_109,be better than ±0.5 % of the calibrated span.,be better than ±0.5 % of the calibrated span.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_110,be better than ±0.25 % of the calibrated span.,be better than ±0.25 % of the calibrated span.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_111,cover the range from  to  mbar.,cover the range from  to  mbar.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H41_112,be capable of withstanding gas inrush without loss of calibration or mechanical damage.,be capable of withstanding gas inrush without loss of calibration or mechanical damage.,General,Low,Draft,H41 - Pressure measurements (incl. vacuum gauges),Inspection,To be defined,[],"{'extracted_from': 'H41', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H42_113,measure the liquid-helium level in the QRB using either differential-pressure (qualified for cryogen...,measure the liquid-helium level in the QRB using either differential-pressure (qualified for cryogenic service) or superconducting level sensors.,General,Low,Draft,H42 - Liquid level measurements,Inspection,To be defined,[],"{'extracted_from': 'H42', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H42_114,ensure that their readings are not influenced by:,ensure that their readings are not influenced by:,General,Low,Draft,H42 - Liquid level measurements,Inspection,To be defined,[],"{'extracted_from': 'H42', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H42_115,be displayed to operators as a percentage of the nominal working volume.,be displayed to operators as a percentage of the nominal working volume.,General,Low,Draft,H42 - Liquid level measurements,Inspection,To be defined,[],"{'extracted_from': 'H42', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H42_116,be accurate to:,be accurate to:,General,Low,Draft,H42 - Liquid level measurements,Inspection,To be defined,[],"{'extracted_from': 'H42', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H43_117,be better than 5% of the full range.,be better than 5% of the full range.,General,Low,Draft,H43 - Helium flow rate measurements,Inspection,To be defined,[],"{'extracted_from': 'H43', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H43_118,be better than 2% of the calibrated span.,be better than 2% of the calibrated span.,General,Low,Draft,H43 - Helium flow rate measurements,Inspection,To be defined,[],"{'extracted_from': 'H43', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_119,be agreed with SCK CEN.,be agreed with SCK CEN.,General,Low,Draft,H45 - Pick-ups and sampling,Inspection,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_120,be installed - one in the compressor room and the second one in the cold box room.,be installed - one in the compressor room and the second one in the cold box room.,General,Low,Draft,H45 - Pick-ups and sampling,Inspection,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_121,"end at the gas analysis.  These sampling lines shall be provided with at least a pressure regulator,...","end at the gas analysis.  These sampling lines shall be provided with at least a pressure regulator, a proper removable filter element and a manual process isolation valve.",General,Low,Draft,H45 - Pick-ups and sampling,Analysis,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_122,be equipped with at least a manual process isolation valve and a plug.,be equipped with at least a manual process isolation valve and a plug.,General,Low,Draft,H45 - Pick-ups and sampling,Inspection,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_123,be equipped with a dedicated calibration line.,be equipped with a dedicated calibration line.,General,Low,Draft,H45 - Pick-ups and sampling,Inspection,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H45_124,be sent back to the Low Pressure  Line of the WCS (WCS-LP),be sent back to the Low Pressure  Line of the WCS (WCS-LP),General,Low,Draft,H45 - Pick-ups and sampling,Inspection,To be defined,[],"{'extracted_from': 'H45', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
